id_avaliacao;data;canal;regiao;loja;nota;categoria;texto_avaliacao;sentimento;tema_principal
AV0915;01/05/2024;loja_fisica;Sul;VLR-RS-01;5;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0916;22/10/2024;loja_fisica;Nordeste;VLR-PB-01;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0917;29/01/2024;app;Norte;VLR-AM-01;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0918;07/02/2024;app;Norte;VLR-RR-01;2;vestuario;Já enviei o produto para troca e ainda não tenho previsão de retorno.;negativo;troca e devolução
AV0919;14/06/2023;site;Norte;VLR-TO-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0920;18/05/2024;site;Sudeste;VLR-SP-02;3;calcados;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0921;13/04/2023;site;Sudeste;VLR-RJ-02;3;acessorios;Qualidade razoável para o preço. Não é ruim, mas já vi melhor.;neutro;qualidade do produto
AV0922;29/01/2023;loja_fisica;Sul;VLR-RS-01;4;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0923;09/11/2023;site;Sudeste;VLR-RJ-02;2;vestuario;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0924;03/12/2024;loja_fisica;Norte;VLR-PA-02;4;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0925;30/08/2024;app;Sudeste;VLR-SP-05;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0926;07/08/2024;loja_fisica;Nordeste;VLR-PE-01;4;acessorios;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0927;18/04/2024;site;Norte;VLR-AM-01;4;acessorios;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0928;02/04/2023;loja_fisica;Nordeste;VLR-MA-02;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0929;09/04/2024;loja_fisica;Sul;VLR-RS-02;5;calcados;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0930;30/09/2023;app;Nordeste;VLR-PB-01;2;calcados;Troca solicitada e nada resolvido. Atendimento confuso.;negativo;troca e devolução
AV0931;17/10/2023;loja_fisica;Sudeste;VLR-MG-02;5;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0932;30/08/2023;loja_fisica;Nordeste;VLR-CE-02;2;acessorios;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0933;17/05/2023;app;Centro-Oeste;VLR-GO-01;4;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0934;16/03/2023;app;Nordeste;VLR-AL-01;5;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0935;12/09/2024;loja_fisica;Norte;VLR-RR-01;5;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0936;09/02/2024;loja_fisica;Norte;VLR-AC-01;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0937;14/12/2023;loja_fisica;Sul;VLR-PR-03;2;vestuario;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0938;17/11/2023;loja_fisica;Norte;VLR-PA-02;4;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0939;17/10/2023;site;Sudeste;VLR-RJ-01;5;acessorios;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0940;18/05/2024;app;Centro-Oeste;VLR-GO-02;3;vestuario;Produto mediano. Para o preço cobrado, esperava mais acabamento.;neutro;qualidade do produto
AV0941;24/09/2023;loja_fisica;Norte;VLR-PA-02;1;vestuario;Pedi um vestido azul e recebi uma calça bege. Incompetência.;negativo;entrega
AV0942;01/01/2024;loja_fisica;Sudeste;VLR-RJ-03;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0943;06/04/2023;app;Sudeste;VLR-SP-03;5;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0944;10/11/2024;site;Nordeste;VLR-PB-01;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0945;20/03/2023;site;Sul;VLR-PR-03;1;vestuario;Me enviaram o produto de outra pessoa. Uma bagunça total.;negativo;entrega
AV0946;27/08/2024;site;Norte;VLR-PA-01;1;vestuario;Estou sem o produto e sem devolução do dinheiro. Absurdo.;negativo;troca e devolução
AV0947;09/04/2024;loja_fisica;Nordeste;VLR-AL-01;4;calcados;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0948;05/08/2024;loja_fisica;Norte;VLR-RR-01;1;vestuario;Recebi um produto completamente diferente do que pedi. Cor, tamanho e modelo errados.;negativo;entrega
AV0949;14/07/2024;site;Norte;VLR-MA-01;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0950;02/08/2023;loja_fisica;Sudeste;VLR-RJ-02;3;vestuario;Produto mediano. Para o preço cobrado, esperava mais acabamento.;neutro;qualidade do produto
AV0951;02/11/2023;loja_fisica;Sudeste;VLR-ES-01;5;vestuario;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0952;12/01/2024;site;Centro-Oeste;VLR-GO-03;4;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0953;03/04/2023;site;Sudeste;VLR-MG-02;4;calcados;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0954;16/12/2023;loja_fisica;Sul;VLR-PR-02;5;vestuario;Vale muito o preço. Produto durável e bonito.;positivo;qualidade do produto
AV0955;25/10/2023;site;Nordeste;VLR-PI-01;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0956;01/12/2024;site;Norte;VLR-PA-02;4;acessorios;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0957;09/06/2024;loja_fisica;Sul;VLR-PR-02;4;acessorios;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0958;30/12/2023;loja_fisica;Sudeste;VLR-MG-02;4;calcados;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0959;06/07/2023;site;Norte;VLR-RR-01;1;vestuario;Tentei cancelar o pedido e fui completamente ignorada. Péssimo.;negativo;atendimento
AV0960;10/04/2024;loja_fisica;Norte;VLR-RO-01;5;calcados;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0961;22/03/2023;site;Centro-Oeste;VLR-GO-02;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0962;25/06/2023;loja_fisica;Norte;VLR-AC-01;1;vestuario;Cancelamento negado mesmo dentro do prazo legal. Absurdo.;negativo;atendimento
AV0963;07/11/2023;site;Sudeste;VLR-MG-02;5;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0964;06/11/2023;app;Centro-Oeste;VLR-DF-01;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0965;12/07/2023;loja_fisica;Nordeste;VLR-BA-01;2;calcados;Prazo descumprido e o SAC não conseguiu me dar informações precisas.;negativo;entrega
AV0966;05/07/2024;app;Sudeste;VLR-RJ-02;4;calcados;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0967;20/06/2023;site;Centro-Oeste;VLR-MT-01;2;vestuario;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0968;29/10/2023;app;Sudeste;VLR-MG-02;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0969;22/05/2024;loja_fisica;Norte;VLR-AC-01;2;acessorios;Solicitei a troca há 15 dias e ainda não recebi o produto substituto.;negativo;troca e devolução
AV0970;14/05/2024;loja_fisica;Sudeste;VLR-MG-02;4;acessorios;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0971;25/10/2024;loja_fisica;Sul;VLR-PR-02;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0972;22/03/2024;app;Norte;VLR-RO-01;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0973;13/08/2023;app;Centro-Oeste;VLR-MT-01;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0974;20/11/2024;loja_fisica;Sudeste;VLR-RJ-02;3;acessorios;Entrega lenta. Fiquei uma semana além do prazo esperando.;negativo;entrega
AV0975;09/05/2024;app;Nordeste;VLR-AL-01;3;vestuario;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;preço
AV0976;20/05/2024;loja_fisica;Nordeste;VLR-SE-01;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0977;01/01/2024;app;Nordeste;VLR-CE-03;5;acessorios;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0978;21/08/2023;loja_fisica;Sul;VLR-RS-02;1;vestuario;Produto nunca chegou. SAC não consegue resolver. Uma vergonha.;negativo;entrega
AV0979;24/07/2024;loja_fisica;Sudeste;VLR-RJ-01;3;calcados;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0980;24/03/2024;app;Sul;VLR-PR-01;2;acessorios;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0981;12/02/2023;site;Norte;VLR-PA-01;4;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0982;26/12/2024;site;Norte;VLR-PA-02;5;calcados;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0983;26/07/2023;loja_fisica;Norte;VLR-PA-02;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0984;25/06/2023;loja_fisica;Norte;VLR-RO-01;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0985;05/06/2023;app;Centro-Oeste;VLR-DF-01;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0986;12/06/2024;site;Nordeste;VLR-PE-01;3;acessorios;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0987;28/03/2023;loja_fisica;Sudeste;VLR-MG-01;1;acessorios;Nunca mais compro nessa loja. Produto deteriorou em menos de um mês.;negativo;qualidade do produto
AV0988;07/02/2023;site;Sudeste;VLR-SP-01;2;vestuario;A costura soltou depois da primeira lavagem. Muito decepcionante.;negativo;qualidade do produto
AV0989;18/11/2023;site;Sul;VLR-SC-02;3;calcados;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0990;01/04/2024;site;Centro-Oeste;VLR-GO-02;4;calcados;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0991;26/10/2024;site;Sul;VLR-RS-01;4;acessorios;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0992;10/05/2023;loja_fisica;Centro-Oeste;VLR-MT-01;4;calcados;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0993;13/06/2023;app;Norte;VLR-RO-01;3;calcados;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0994;01/06/2024;app;Sul;VLR-SC-02;3;calcados;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0995;28/10/2024;loja_fisica;Centro-Oeste;VLR-GO-01;4;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0996;18/08/2024;app;Centro-Oeste;VLR-GO-03;1;acessorios;O atendente do SAC foi extremamente grosseiro e não resolveu nada.;negativo;atendimento
AV0997;24/05/2023;loja_fisica;Centro-Oeste;VLR-DF-01;5;calcados;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0998;31/05/2023;loja_fisica;Norte;VLR-RO-01;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0999;01/04/2024;loja_fisica;Norte;VLR-PA-02;4;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV1000;21/08/2024;loja_fisica;Sul;VLR-RS-02;4;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
